estado;total_moradores;tipo_local;num_comodos;problemas_recentes;saude;peso;altura
São Paulo;7;Urbano;5;Não;#N/D;;
Pará;4;Urbano;8;Não;#N/D;;
Bahia;3;Urbano;7;Sim;Regular;084.0;162
Paraíba;4;Rural;7;Não;#N/D;;
Santa Catarina;4;Urbano;5;Não;#N/D;;
São Paulo;1;Urbano;4;Não;Muito boa;080.0;160
Acre;6;Urbano;6;Não;#N/D;;
Bahia;2;Rural;4;Não;Regular;058.0;160
Distrito Federal;4;Urbano;5;Não;#N/D;;
São Paulo;2;Urbano;5;Sim;Regular;;163
Rio de Janeiro;5;Urbano;5;Não;#N/D;;
Distrito Federal;3;Urbano;7;Não;#N/D;;
Sergipe;2;Urbano;3;Não;Regular;;
Ceará;1;Urbano;5;Não;Regular;072.0;158
Minas Gerais;4;Urbano;7;Sim;#N/D;;
Goiás;3;Urbano;5;Não;Boa;067.0;153
São Paulo;3;Urbano;7;Não;#N/D;;
Espírito Santo;3;Rural;6;Sim;#N/D;;
Acre;5;Rural;3;Não;#N/D;;
Pernambuco;5;Rural;6;Não;Boa;060.0;173
São Paulo;;Urbano;;;#N/D;;
Rondônia;3;Rural;4;Não;#N/D;;
Alagoas;3;Urbano;5;Não;Boa;045.0;160
Bahia;4;Rural;7;Não;#N/D;;
Paraná;4;Urbano;6;Sim;#N/D;;
Espírito Santo;2;Urbano;8;Não;#N/D;;
Paraná;3;Urbano;6;Não;#N/D;;
Amazonas;5;Urbano;6;Não;#N/D;;
Minas Gerais;3;Urbano;8;Não;#N/D;;
Goiás;4;Urbano;6;Não;#N/D;;
Paraná;7;Urbano;5;Não;#N/D;;
Rio Grande do Norte;6;Urbano;6;Não;Boa;065.0;165
Pernambuco;3;Urbano;5;Não;#N/D;;
Paraíba;3;Urbano;5;Não;#N/D;;
Amazonas;4;Urbano;3;Não;Boa;065.0;175
Minas Gerais;2;Urbano;6;Não;Ruim;064.0;155
Pernambuco;3;Urbano;6;Não;#N/D;;
Bahia;4;Urbano;6;Não;Regular;084.0;179
São Paulo;4;Urbano;9;Não;#N/D;;
Minas Gerais;1;Urbano;6;Não;Boa;080.0;161
Maranhão;1;Rural;4;Não;Boa;060.0;
Mato Grosso;5;Rural;5;Não;#N/D;;
Tocantins;4;Urbano;9;Não;#N/D;;
Rio de Janeiro;1;Urbano;6;Não;Muito boa;048.0;157
Ceará;4;Urbano;5;Não;Regular;060.0;157
Amapá;7;Urbano;4;Não;#N/D;;
Ceará;6;Urbano;3;Não;#N/D;;
Rio Grande do Sul;5;Urbano;6;Não;#N/D;;
Paraná;2;Urbano;4;Não;Boa;059.0;154
Rio Grande do Sul;;Rural;;;#N/D;;
Espírito Santo;4;Urbano;6;Não;#N/D;;
Paraíba;5;Urbano;6;Não;#N/D;;
Rio Grande do Norte;4;Urbano;7;Não;#N/D;;
Rondônia;5;Urbano;6;Não;#N/D;;
Pará;10;Urbano;2;Não;#N/D;;
Amazonas;5;Urbano;3;Não;Boa;078.0;176
Goiás;4;Urbano;6;Não;#N/D;;
Rio Grande do Norte;4;Urbano;6;Não;#N/D;;
São Paulo;4;Urbano;5;Não;#N/D;;
Rio de Janeiro;4;Urbano;4;Não;#N/D;;
São Paulo;6;Urbano;4;Não;#N/D;;
Maranhão;4;Rural;6;Não;#N/D;;
Piauí;2;Urbano;5;Não;Ruim;070.0;165
Minas Gerais;3;Urbano;12;Não;#N/D;;
Paraíba;4;Rural;5;Não;#N/D;;
Pernambuco;5;Rural;5;Não;#N/D;;
Amazonas;4;Urbano;6;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;5;Não;#N/D;;
Bahia;3;Rural;5;Não;#N/D;;
Paraná;3;Rural;4;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;4;Não;Boa;083.0;183
Distrito Federal;6;Urbano;7;Não;Regular;097.0;165
Paraíba;4;Urbano;7;Não;#N/D;;
São Paulo;2;Urbano;4;Não;Boa;085.0;173
Pernambuco;4;Urbano;5;Sim;Regular;065.0;
Mato Grosso;5;Urbano;11;Sim;#N/D;;
São Paulo;4;Urbano;7;Não;#N/D;;
Rio Grande do Sul;2;Urbano;9;Sim;#N/D;;
Distrito Federal;3;Urbano;6;Sim;Regular;080.0;178
Acre;7;Urbano;5;Não;#N/D;;
Amapá;4;Urbano;7;Não;#N/D;;
Rio Grande do Norte;3;Urbano;5;Não;#N/D;;
Paraná;4;Urbano;16;Não;#N/D;;
Paraíba;6;Urbano;7;Sim;#N/D;;
São Paulo;4;Urbano;8;Não;Boa;084.0;162
Rondônia;2;Urbano;8;Não;Regular;055.0;163
Minas Gerais;4;Rural;5;Não;#N/D;;
Mato Grosso do Sul;3;Rural;7;Não;#N/D;;
Paraná;2;Urbano;6;Sim;#N/D;;
Bahia;6;Urbano;5;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;11;Não;#N/D;;
Roraima;6;Urbano;4;Não;Boa;061.0;160
Paraíba;1;Rural;3;Não;Boa;050.0;164
Amazonas;5;Rural;3;Não;#N/D;;
Distrito Federal;5;Urbano;5;Não;#N/D;;
Roraima;4;Urbano;5;Não;Boa;073.0;165
Alagoas;4;Urbano;6;Não;#N/D;;
Acre;;Rural;;;#N/D;;
Alagoas;3;Rural;5;Sim;Ruim;064.5;162
Pernambuco;2;Urbano;6;Não;Boa;058.0;150
Paraná;3;Urbano;5;Não;#N/D;;
Pernambuco;4;Urbano;7;Não;#N/D;;
Pernambuco;2;Urbano;8;Não;#N/D;;
Paraíba;5;Rural;6;Não;#N/D;;
Ceará;;Urbano;;;#N/D;;
Ceará;4;Urbano;4;Não;#N/D;;
Paraíba;4;Urbano;5;Não;#N/D;;
Mato Grosso;;Urbano;;;#N/D;;
São Paulo;3;Urbano;7;Não;#N/D;;
Pernambuco;2;Rural;6;Não;Regular;;
Santa Catarina;4;Rural;7;Sim;Regular;;
Sergipe;3;Urbano;7;Não;#N/D;;
Amapá;5;Urbano;7;Não;#N/D;;
São Paulo;2;Urbano;7;Não;#N/D;;
Amapá;4;Urbano;6;Não;#N/D;;
Maranhão;1;Rural;6;Sim;Ruim;042.0;120
Bahia;3;Urbano;5;Não;Boa;070.0;180
Piauí;3;Rural;6;Não;#N/D;;
Pará;5;Urbano;4;Não;#N/D;;
Rio Grande do Sul;3;Urbano;5;Sim;Regular;112.0;158
Piauí;6;Urbano;8;Não;#N/D;;
Amapá;5;Rural;6;Não;Muito boa;067.0;170
São Paulo;4;Urbano;7;Não;#N/D;;
Rondônia;4;Urbano;9;Não;#N/D;;
Espírito Santo;3;Urbano;3;Não;Regular;;
Pernambuco;3;Urbano;5;Não;#N/D;;
Paraná;3;Urbano;6;Não;Boa;062.0;160
Rio Grande do Sul;1;Urbano;4;Sim;Ruim;092.0;160
Rio Grande do Norte;3;Urbano;5;Não;#N/D;;
Mato Grosso do Sul;3;Urbano;6;Não;#N/D;;
Acre;3;Urbano;5;Não;#N/D;;
Mato Grosso do Sul;;Urbano;;;#N/D;;
Pará;5;Urbano;3;Não;#N/D;;
Amapá;3;Urbano;6;Não;#N/D;;
Pernambuco;3;Urbano;5;Não;#N/D;;
Rio de Janeiro;4;Urbano;13;Não;Muito boa;060.0;154
Roraima;4;Rural;5;Não;#N/D;;
Rondônia;3;Urbano;6;Não;#N/D;;
Distrito Federal;3;Rural;7;Não;#N/D;;
Bahia;4;Urbano;7;Não;#N/D;;
Minas Gerais;3;Urbano;6;Não;#N/D;;
Distrito Federal;1;Rural;5;Não;Boa;065.0;171
Distrito Federal;3;Urbano;5;Não;#N/D;;
Distrito Federal;3;Urbano;5;Não;#N/D;;
Rio Grande do Norte;1;Rural;3;Não;Regular;093.0;170
Paraíba;5;Urbano;9;Não;#N/D;;
São Paulo;3;Urbano;5;Não;#N/D;;
Alagoas;5;Rural;2;Não;#N/D;;
Rio de Janeiro;2;Urbano;6;Não;#N/D;;
Minas Gerais;7;Rural;9;Não;Boa;089.0;175
Amapá;3;Urbano;5;Não;#N/D;;
Maranhão;4;Rural;4;Não;Boa;088.0;165
Maranhão;1;Urbano;4;Não;Boa;;168
Bahia;9;Urbano;9;Não;#N/D;;
Amazonas;3;Rural;3;Sim;#N/D;;
Sergipe;3;Rural;8;Não;#N/D;;
Rio de Janeiro;4;Urbano;4;Não;#N/D;;
Bahia;;Urbano;;;#N/D;;
Espírito Santo;2;Urbano;4;Não;Regular;072.0;165
Espírito Santo;3;Urbano;6;Não;#N/D;;
Rio de Janeiro;3;Rural;6;Sim;#N/D;;
Ceará;4;Urbano;5;Não;Muito boa;;
Santa Catarina;5;Urbano;4;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;5;Não;#N/D;;
Pará;4;Urbano;10;Não;#N/D;;
Rio Grande do Norte;3;Urbano;5;Não;#N/D;;
Espírito Santo;3;Urbano;7;Não;#N/D;;
Acre;5;Urbano;1;Não;Boa;046.0;
São Paulo;2;Urbano;6;Não;#N/D;;
Ceará;3;Urbano;8;Não;#N/D;;
Amazonas;2;Rural;3;Não;Boa;066.0;161
Acre;4;Urbano;5;Não;#N/D;;
Espírito Santo;2;Rural;6;Não;Regular;055.0;
Rondônia;4;Urbano;6;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;6;Não;#N/D;;
Santa Catarina;4;Urbano;7;Não;#N/D;;
São Paulo;4;Rural;8;Não;#N/D;;
Roraima;3;Urbano;5;Não;Boa;068.0;160
Distrito Federal;4;Urbano;11;Não;#N/D;;
Tocantins;6;Urbano;7;Não;#N/D;;
Minas Gerais;3;Rural;4;Não;#N/D;;
Pará;3;Urbano;5;Não;Boa;063.0;159
Rio Grande do Sul;4;Rural;4;Não;#N/D;;
Rondônia;5;Urbano;3;Não;Muito boa;065.0;162
Rio de Janeiro;4;Urbano;7;Não;#N/D;;
Espírito Santo;4;Urbano;7;Não;#N/D;;
Minas Gerais;2;Urbano;7;Não;#N/D;;
Pará;5;Urbano;4;Não;#N/D;;
Pará;3;Urbano;4;Não;#N/D;;
Rio de Janeiro;5;Rural;5;Não;#N/D;;
Pernambuco;4;Rural;6;Não;#N/D;;
Rio Grande do Sul;3;Urbano;6;Não;Boa;084.0;171
Ceará;3;Urbano;7;Não;#N/D;;
Pernambuco;;Urbano;;;#N/D;;
Rondônia;5;Rural;7;Não;Regular;;
Paraíba;;Rural;;;#N/D;;
Goiás;9;Urbano;13;Não;#N/D;;
Bahia;3;Urbano;10;Não;#N/D;;
Pernambuco;4;Urbano;5;Não;#N/D;;
Paraíba;2;Rural;4;Não;Boa;051.0;160
Tocantins;3;Rural;4;Sim;#N/D;;
Rio de Janeiro;6;Urbano;6;Não;#N/D;;
Pernambuco;3;Urbano;4;Não;#N/D;;
Paraná;3;Urbano;9;Não;Boa;078.0;165
Minas Gerais;2;Urbano;5;Não;Ruim;062.0;151
Amazonas;5;Urbano;4;Não;Boa;075.0;158
Rio de Janeiro;;Urbano;;;#N/D;;
Minas Gerais;3;Urbano;5;Não;#N/D;;
Sergipe;5;Urbano;7;Sim;Regular;095.0;171
Piauí;4;Urbano;5;Não;Boa;069.0;166
São Paulo;2;Urbano;6;Não;Muito boa;;
Distrito Federal;3;Urbano;5;Não;#N/D;;
Mato Grosso;3;Rural;6;Não;#N/D;;
Paraíba;3;Urbano;3;Não;Boa;067.0;155
Ceará;3;Rural;8;Não;#N/D;;
Amazonas;6;Urbano;5;Não;#N/D;;
Minas Gerais;3;Urbano;6;Não;#N/D;;
Tocantins;3;Urbano;6;Não;#N/D;;
Rio de Janeiro;3;Urbano;2;Não;#N/D;;
Rio de Janeiro;3;Urbano;6;Não;#N/D;;
Amazonas;4;Rural;3;Não;#N/D;;
Minas Gerais;3;Rural;8;Não;Regular;;
Bahia;4;Urbano;4;Não;#N/D;;
Rio de Janeiro;4;Urbano;3;Não;#N/D;;
Paraná;3;Urbano;7;Não;Regular;082.0;173
Espírito Santo;2;Urbano;5;Não;Regular;067.0;160
São Paulo;6;Urbano;4;Não;#N/D;;
Paraná;5;Urbano;10;Não;#N/D;;
Pernambuco;2;Urbano;5;Não;#N/D;;
Mato Grosso;3;Urbano;7;Não;#N/D;;
Paraná;5;Urbano;6;Não;#N/D;;
Rio de Janeiro;5;Urbano;3;Não;#N/D;;
Espírito Santo;6;Urbano;3;Não;#N/D;;
Pará;4;Urbano;5;Não;#N/D;;
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Distrito Federal;3;Urbano;9;Não;#N/D;;
Maranhão;6;Rural;5;Não;#N/D;;
Pernambuco;6;Rural;7;Não;#N/D;;
Tocantins;;Urbano;;;#N/D;;
Rio Grande do Sul;4;Urbano;6;Não;#N/D;;
Paraná;3;Rural;7;Não;#N/D;;
Distrito Federal;7;Urbano;6;Não;#N/D;;
São Paulo;4;Rural;6;Sim;Regular;078.0;156
Minas Gerais;3;Urbano;11;Não;#N/D;;
Paraná;1;Rural;4;Não;Boa;057.0;
Alagoas;2;Urbano;6;Não;#N/D;;
Pará;6;Urbano;6;Não;#N/D;;
Rio Grande do Sul;4;Urbano;5;Não;#N/D;;
Distrito Federal;2;Urbano;3;Não;#N/D;;
Alagoas;2;Rural;5;Não;#N/D;;
Rio de Janeiro;4;Urbano;10;Não;#N/D;;
Santa Catarina;5;Urbano;8;Não;#N/D;;
Paraíba;5;Urbano;6;Não;#N/D;;
Ceará;;Urbano;;;#N/D;;
Paraíba;;Urbano;;;#N/D;;
Rondônia;5;Rural;8;Não;#N/D;;
Espírito Santo;3;Urbano;6;Não;Muito ruim;101.0;176
Amapá;4;Rural;8;Não;Boa;084.0;175
Amapá;4;Urbano;5;Não;Boa;082.0;
Rio Grande do Norte;3;Urbano;5;Não;Boa;;152
Amazonas;3;Urbano;4;Sim;#N/D;;
Amazonas;4;Rural;3;Não;#N/D;;
Paraná;2;Urbano;8;Não;#N/D;;
Bahia;2;Urbano;5;Não;Regular;086.0;156
Paraná;7;Urbano;7;Não;#N/D;;
Pernambuco;3;Urbano;6;Não;#N/D;;
Tocantins;3;Urbano;8;Não;#N/D;;
Sergipe;3;Rural;6;Não;#N/D;;
Pernambuco;4;Rural;6;Não;#N/D;;
Pernambuco;1;Urbano;3;Não;Boa;092.0;162
Rio Grande do Norte;;Urbano;;;#N/D;;
Espírito Santo;4;Urbano;6;Não;#N/D;;
São Paulo;4;Urbano;7;Não;#N/D;;
Rio Grande do Norte;5;Urbano;10;Não;#N/D;;
Pernambuco;4;Rural;7;Não;#N/D;;
Pará;5;Rural;4;Não;#N/D;;
São Paulo;2;Urbano;7;Sim;#N/D;;
Bahia;3;Urbano;9;Não;#N/D;;
Amazonas;4;Urbano;6;Não;#N/D;;
Rio de Janeiro;3;Rural;8;Não;#N/D;;
Rondônia;1;Urbano;3;Não;Regular;074.0;168
Maranhão;4;Rural;4;Não;#N/D;;
Rio Grande do Sul;3;Urbano;12;Não;#N/D;;
Amazonas;6;Urbano;8;Não;#N/D;;
Rondônia;9;Urbano;4;Não;#N/D;;
Minas Gerais;;Rural;;;#N/D;;
Minas Gerais;4;Urbano;8;Não;Boa;062.0;156
Rio de Janeiro;4;Urbano;6;Sim;#N/D;;
Pará;3;Urbano;5;Não;#N/D;;
Distrito Federal;3;Urbano;9;Não;Boa;068.0;170
Espírito Santo;3;Urbano;7;Não;Muito boa;074.0;170
Roraima;4;Urbano;6;Não;#N/D;;
Rio Grande do Norte;2;Urbano;7;Não;#N/D;;
Amapá;7;Urbano;5;Não;#N/D;;
Rio Grande do Norte;4;Urbano;11;Não;#N/D;;
Rio de Janeiro;4;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;6;Não;Regular;070.0;155
Amazonas;4;Urbano;6;Não;#N/D;;
Rio Grande do Sul;3;Rural;7;Não;Regular;;
Amapá;9;Urbano;4;Não;Boa;069.0;156
Rondônia;8;Urbano;7;Não;#N/D;;
Maranhão;;Rural;;;#N/D;;
Amazonas;7;Urbano;2;Não;#N/D;;
Minas Gerais;4;Urbano;5;Não;#N/D;;
Rio Grande do Norte;;Urbano;;;#N/D;;
Pernambuco;3;Urbano;5;Não;#N/D;;
Paraíba;6;Urbano;6;Não;#N/D;;
Maranhão;9;Urbano;8;Não;#N/D;;
Minas Gerais;4;Urbano;8;Não;#N/D;;
Pará;5;Urbano;4;Não;#N/D;;
Mato Grosso do Sul;5;Urbano;5;Sim;#N/D;;
Santa Catarina;6;Urbano;5;Não;Muito boa;056.0;168
Pernambuco;5;Urbano;10;Sim;#N/D;;
São Paulo;2;Urbano;5;Não;#N/D;;
Piauí;4;Urbano;5;Não;Boa;053.0;163
Santa Catarina;3;Urbano;7;Não;#N/D;;
Amazonas;2;Urbano;4;Não;Boa;066.0;170
Rio Grande do Sul;3;Urbano;6;Não;#N/D;;
Espírito Santo;4;Urbano;5;Não;Muito boa;070.0;163
Distrito Federal;3;Urbano;7;Não;#N/D;;
Bahia;3;Urbano;5;Não;#N/D;;
Paraíba;2;Urbano;5;Não;#N/D;;
São Paulo;3;Urbano;3;Não;#N/D;;
Santa Catarina;2;Urbano;6;Não;#N/D;;
Goiás;2;Urbano;4;Não;#N/D;;
Ceará;2;Urbano;4;Não;#N/D;;
Amazonas;5;Rural;5;Não;#N/D;;
São Paulo;;Rural;;;#N/D;;
Santa Catarina;4;Urbano;6;Não;#N/D;;
Bahia;4;Urbano;5;Não;Muito boa;;165
Acre;3;Urbano;5;Não;#N/D;;
Minas Gerais;2;Urbano;6;Não;Boa;075.0;157
Ceará;2;Urbano;4;Não;Regular;075.0;163
Minas Gerais;2;Rural;6;Sim;Ruim;056.0;
Paraná;;Rural;;;#N/D;;
Sergipe;4;Urbano;7;Não;Boa;;
Rio Grande do Norte;6;Urbano;5;Não;#N/D;;
Amazonas;3;Urbano;5;Não;#N/D;;
Piauí;12;Urbano;5;Sim;#N/D;;
Alagoas;2;Urbano;5;Não;#N/D;;
Rio Grande do Norte;5;Urbano;8;Não;#N/D;;
Roraima;5;Urbano;3;Não;#N/D;;
São Paulo;3;Urbano;7;Não;Regular;100.0;178
Amazonas;10;Urbano;4;Não;#N/D;;
Piauí;3;Urbano;5;Não;#N/D;;
Piauí;3;Urbano;8;Não;#N/D;;
Sergipe;4;Urbano;7;Não;#N/D;;
São Paulo;2;Urbano;4;Não;#N/D;;
Santa Catarina;1;Urbano;7;Sim;Regular;095.0;167
Santa Catarina;5;Rural;8;Não;#N/D;;
Amazonas;5;Urbano;4;Não;#N/D;;
Espírito Santo;;Urbano;;;#N/D;;
Pará;3;Urbano;6;Não;Regular;058.0;153
Alagoas;4;Urbano;5;Não;#N/D;;
Espírito Santo;3;Urbano;5;Não;Boa;073.0;168
Bahia;5;Urbano;5;Não;Boa;058.0;175
Ceará;10;Urbano;17;Não;#N/D;;
Minas Gerais;3;Urbano;8;Não;#N/D;;
Rio Grande do Sul;4;Rural;5;Não;Boa;075.0;180
Alagoas;7;Rural;6;Não;#N/D;;
Paraíba;4;Urbano;7;Não;#N/D;;
Rondônia;2;Rural;5;Não;Regular;095.0;174
Rio Grande do Sul;3;Urbano;6;Não;#N/D;;
Amazonas;3;Urbano;7;Não;#N/D;;
Rio Grande do Norte;;Urbano;;;#N/D;;
Maranhão;3;Urbano;7;Não;Boa;069.0;167
São Paulo;5;Urbano;5;Não;#N/D;;
Goiás;1;Urbano;8;Não;Muito boa;055.0;153
Minas Gerais;2;Rural;9;Não;Boa;062.0;175
Sergipe;7;Rural;5;Não;#N/D;;
Ceará;3;Urbano;8;Não;#N/D;;
Acre;5;Urbano;5;Não;#N/D;;
Distrito Federal;4;Urbano;5;Não;#N/D;;
Amazonas;4;Urbano;4;Não;#N/D;;
Acre;2;Urbano;4;Não;Boa;050.0;153
Rio Grande do Sul;2;Urbano;3;Não;Boa;071.0;165
Rio Grande do Norte;2;Urbano;6;Não;#N/D;;
Rio Grande do Norte;5;Urbano;5;Não;#N/D;;
Acre;7;Rural;3;Não;#N/D;;
Pernambuco;3;Urbano;6;Não;#N/D;;
Sergipe;5;Rural;8;Não;#N/D;;
Sergipe;4;Urbano;5;Não;#N/D;;
Minas Gerais;;Urbano;;;#N/D;;
Bahia;4;Urbano;5;Não;#N/D;;
São Paulo;5;Urbano;6;Não;#N/D;;
Amapá;4;Urbano;4;Não;#N/D;;
Rio Grande do Sul;4;Urbano;8;Não;#N/D;;
São Paulo;2;Urbano;5;Sim;Regular;070.0;170
Rio de Janeiro;3;Urbano;3;Não;#N/D;;
Santa Catarina;4;Rural;6;Não;#N/D;;
Paraná;2;Rural;5;Não;#N/D;;
Amazonas;11;Rural;5;Não;#N/D;;
Roraima;1;Urbano;3;Não;Boa;083.0;164
Maranhão;5;Urbano;7;Não;#N/D;;
Amapá;5;Urbano;2;Não;#N/D;;
Goiás;;Urbano;;;#N/D;;
Amazonas;3;Urbano;3;Não;Regular;086.0;165
Tocantins;3;Rural;5;Não;#N/D;;
Pará;3;Urbano;5;Não;#N/D;;
Roraima;4;Urbano;3;Não;#N/D;;
Maranhão;3;Urbano;6;Não;#N/D;;
Maranhão;3;Rural;5;Não;Regular;061.0;136
Bahia;7;Urbano;6;Não;#N/D;;
Sergipe;5;Urbano;6;Não;#N/D;;
Mato Grosso;5;Urbano;7;Não;#N/D;;
Ceará;5;Urbano;5;Sim;Boa;068.0;168
Minas Gerais;3;Urbano;5;Não;Boa;050.0;155
Espírito Santo;2;Urbano;5;Não;Regular;082.0;180
Piauí;7;Urbano;7;Não;Regular;061.0;160
Alagoas;4;Urbano;7;Não;#N/D;;
Sergipe;7;Urbano;6;Não;#N/D;;
Pará;2;Urbano;3;Não;Regular;051.0;
Minas Gerais;4;Urbano;4;Não;Muito ruim;074.0;173
Mato Grosso;3;Urbano;4;Não;#N/D;;
Maranhão;5;Rural;3;Não;#N/D;;
Bahia;6;Urbano;6;Não;#N/D;;
Mato Grosso;2;Urbano;7;Não;#N/D;;
Rio de Janeiro;2;Urbano;6;Não;#N/D;;
Maranhão;3;Urbano;5;Não;#N/D;;
Amazonas;7;Rural;6;Não;Boa;065.0;165
Pará;4;Urbano;3;Não;#N/D;;
Maranhão;4;Urbano;9;Não;#N/D;;
Santa Catarina;2;Urbano;4;Não;#N/D;;
Maranhão;5;Urbano;6;Não;#N/D;;
Paraíba;8;Rural;6;Não;#N/D;;
Rio Grande do Sul;1;Rural;7;Não;Regular;078.0;167
Espírito Santo;5;Urbano;13;Não;#N/D;;
Santa Catarina;4;Rural;9;Não;#N/D;;
São Paulo;4;Rural;5;Não;#N/D;;
Distrito Federal;5;Urbano;8;Não;#N/D;;
Espírito Santo;3;Urbano;5;Não;Boa;120.0;184
Sergipe;2;Urbano;5;Não;#N/D;;
Acre;5;Urbano;4;Não;#N/D;;
Amapá;5;Urbano;2;Não;#N/D;;
Mato Grosso;4;Urbano;4;Não;#N/D;;
Amapá;8;Urbano;4;Não;#N/D;;
Rio Grande do Sul;1;Urbano;4;Não;Boa;078.0;
Minas Gerais;5;Urbano;5;Não;Boa;065.0;151
Paraná;3;Urbano;6;Não;#N/D;;
Amapá;6;Urbano;6;Não;#N/D;;
Pará;3;Rural;7;Não;#N/D;;
Minas Gerais;2;Rural;7;Não;Muito boa;082.0;161
Pará;;Urbano;;;#N/D;;
Pará;3;Rural;6;Não;#N/D;;
Pará;2;Urbano;2;Não;Regular;084.0;170
Pernambuco;4;Urbano;8;Não;#N/D;;
Espírito Santo;4;Urbano;7;Não;#N/D;;
Acre;5;Urbano;3;Não;#N/D;;
Ceará;1;Urbano;4;Não;Boa;072.0;
Amapá;3;Urbano;5;Sim;#N/D;;
Piauí;4;Urbano;6;Não;Muito boa;079.0;157
Acre;6;Urbano;3;Não;#N/D;;
Rio de Janeiro;;Urbano;;;#N/D;;
Ceará;6;Rural;3;Não;#N/D;;
Piauí;3;Urbano;8;Não;#N/D;;
Rondônia;2;Rural;9;Não;Boa;;155
Ceará;4;Rural;4;Não;Boa;073.0;159
Minas Gerais;7;Urbano;25;Não;Muito boa;055.0;157
Maranhão;4;Rural;6;Não;Regular;076.0;164
Maranhão;4;Rural;3;Sim;Regular;075.0;164
Ceará;3;Urbano;8;Não;#N/D;;
Bahia;3;Urbano;7;Sim;#N/D;;
Amapá;4;Urbano;9;Não;#N/D;;
Pará;3;Urbano;5;Não;#N/D;;
Maranhão;3;Rural;6;Não;Regular;054.0;135
Roraima;4;Urbano;4;Não;Regular;084.0;162
Pará;3;Rural;11;Não;#N/D;;
São Paulo;3;Urbano;8;Não;Boa;078.0;167
Amazonas;6;Urbano;6;Não;#N/D;;
Santa Catarina;2;Urbano;5;Não;#N/D;;
Rio de Janeiro;2;Urbano;6;Não;#N/D;;
Minas Gerais;1;Urbano;10;Não;Muito boa;085.0;169
Rio de Janeiro;3;Rural;5;Não;#N/D;;
Minas Gerais;3;Urbano;16;Não;Boa;072.0;176
Rondônia;3;Rural;4;Não;#N/D;;
Espírito Santo;4;Urbano;8;Não;#N/D;;
Rio de Janeiro;4;Urbano;6;Não;#N/D;;
Maranhão;5;Urbano;5;Não;Boa;070.0;184
Minas Gerais;3;Urbano;5;Não;#N/D;;
Roraima;;Urbano;;;#N/D;;
Pará;;Urbano;;;#N/D;;
Rio Grande do Sul;2;Urbano;14;Sim;Regular;087.0;175
Pará;8;Urbano;13;Não;Boa;058.0;169
Mato Grosso do Sul;5;Urbano;5;Sim;#N/D;;
Rio de Janeiro;3;Urbano;11;Sim;Regular;067.0;161
Minas Gerais;3;Urbano;5;Não;#N/D;;
Bahia;4;Urbano;6;Não;Boa;087.0;170
Ceará;3;Urbano;4;Não;#N/D;;
São Paulo;5;Urbano;5;Não;#N/D;;
São Paulo;6;Urbano;8;Não;#N/D;;
Roraima;4;Urbano;4;Não;#N/D;;
Amazonas;3;Urbano;4;Não;#N/D;;
São Paulo;4;Urbano;9;Não;#N/D;;
Rio Grande do Norte;5;Rural;6;Não;#N/D;;
Paraíba;2;Urbano;3;Sim;#N/D;;
Ceará;3;Urbano;5;Não;#N/D;;
Piauí;6;Urbano;8;Sim;Boa;061.5;155
Santa Catarina;2;Urbano;5;Não;Boa;072.0;178
Pará;5;Rural;5;Não;#N/D;;
Goiás;4;Urbano;8;Não;#N/D;;
Maranhão;4;Rural;4;Não;Boa;065.0;160
Maranhão;2;Urbano;5;Sim;#N/D;;
Roraima;4;Rural;3;Não;#N/D;;
Santa Catarina;6;Urbano;9;Não;Boa;073.0;168
Pará;1;Urbano;6;Não;Muito boa;086.0;165
Minas Gerais;4;Urbano;5;Não;Boa;;
Bahia;5;Rural;6;Não;Boa;;155
Pará;5;Urbano;7;Não;#N/D;;
Santa Catarina;3;Urbano;5;Não;Boa;058.0;163
Distrito Federal;2;Urbano;9;Não;Regular;097.0;160
Mato Grosso do Sul;5;Urbano;6;Não;#N/D;;
Pará;4;Rural;6;Não;#N/D;;
Rio de Janeiro;4;Urbano;7;Não;Muito boa;070.0;184
Pará;6;Urbano;5;Não;#N/D;;
São Paulo;4;Rural;10;Não;#N/D;;
Santa Catarina;4;Urbano;6;Não;#N/D;;
São Paulo;2;Rural;5;Sim;Ruim;068.0;165
Espírito Santo;8;Urbano;6;Não;#N/D;;
Maranhão;4;Urbano;5;Não;#N/D;;
Rio Grande do Norte;4;Rural;5;Não;Boa;049.0;
Maranhão;5;Rural;6;Não;#N/D;;
Paraná;3;Urbano;7;Não;#N/D;;
Espírito Santo;4;Urbano;5;Não;#N/D;;
Paraíba;4;Urbano;5;Não;#N/D;;
Maranhão;2;Rural;7;Sim;#N/D;;
Minas Gerais;2;Rural;5;Não;#N/D;;
Pará;4;Urbano;7;Não;#N/D;;
Pará;1;Urbano;7;Não;Regular;040.0;150
Tocantins;3;Urbano;5;Não;#N/D;;
Maranhão;3;Rural;4;Não;#N/D;;
Rio Grande do Sul;3;Urbano;8;Não;Boa;112.0;184
Bahia;3;Rural;7;Não;Regular;067.0;164
